year,name,college,position,height_in,weight_lbs,40yards,vert_leap_in,broad_jump_in,shuttle,3cone,hasstats,cmp,att,pct,yds,td,int,rate,heisman,bling,awards,allamerican,drafted
2016,carson wentz,North Dakota State,QB,77.25,237,4.77,30.5,118.0,4.15,6.86,,392,612,64.1,5115,45,14,153.9,0.0,0.0,0.0,0.0,Y
2003,carson palmer,Southern California,QB,77.0,232,4.65,,,,,,927,1569,59.1,11818,72,49,131.2,1.0,1.0,1.0,1.0,Y
2016,cardale jones,Ohio State,QB,77.0,253,4.81,36.0,,,,,166,269,61.7,2322,15,7,147.4,0.0,0.0,0.0,0.0,Y
2011,cam newton,Auburn,QB,77.0,248,4.56,35.0,126.0,4.18,6.92,,191,292,65.4,2908,30,7,178.2,1.0,1.0,1.0,1.0,Y
1999,cade mcnown,UCLA,QB,72.9,213,4.76,33.5,108.0,4.28,7.27,,694,1250,55.5,10708,68,41,138.9,0.0,1.0,1.0,1.0,Y
2003,byron leftwich,Marshall (WV),QB,77.4,241,5.1,,,,,,939,1442,65.1,11903,89,28,150.9,0.0,1.0,1.0,0.0,Y
2014,bryn renner,North Carolina,QB,75.25,228,4.87,25.5,108.0,4.3,7.22,,668,1005,66.5,8221,64,25,151.2,0.0,0.0,0.0,0.0,N
2015,bryce petty,Baylor,QB,74.88,230,4.87,34.0,121.0,4.13,6.91,,530,845,62.7,8195,62,10,166.0,0.0,1.0,1.0,0.0,Y
2005,bryan randall,Virginia Tech,QB,72.25,225,4.72,33.0,112.0,4.08,6.97,,490,833,58.8,6508,48,31,136.0,0.0,1.0,1.0,0.0,N
2015,bryan bennett,Southeastern Louisiana,QB,74.25,211,4.81,37.0,125.0,4.2,7.13,,45,83,54.2,580,9,3,141.5,0.0,0.0,0.0,0.0,N
2006,bruce gradkowski,Toledo,QB,73.38,217,4.63,34.0,107.0,4.16,7.12,,766,1123,68.2,9225,85,27,157.4,0.0,0.0,0.0,0.0,Y
2006,bruce eugene,Grambling State (LA),QB,72.25,260,5.13,27.5,94.0,4.76,7.97,,,,,,,,,0.0,0.0,0.0,0.0,N
2006,brodie croyle,Alabama,QB,74.5,205,4.94,30.5,104.0,4.25,7.34,,488,869,56.2,6382,41,22,128.4,0.0,0.0,0.0,0.0,Y
2012,brock osweiler,Arizona State,QB,78.88,242,4.83,,,,,,412,680,60.6,5082,33,15,135.0,0.0,0.0,0.0,0.0,Y
1999,brock huard,Washington,QB,77.0,227,5.12,30.5,107.0,4.44,7.44,,422,776,54.4,5742,51,27,131.3,0.0,0.0,0.0,0.0,Y
2005,brock berlin,Miami (FL),QB,73.5,221,4.89,29.0,106.0,4.54,7.49,,459,787,58.3,5752,45,25,132.2,0.0,0.0,0.0,0.0,N
2003,brian st pierre,Boston College,QB,75.0,218,4.82,30.0,106.0,,,,457,803,56.9,5837,48,32,129.7,0.0,0.0,0.0,0.0,Y
1999,brian kuklick,Wake Forest,QB,74.1,204,4.9,31.0,103.0,4.56,7.66,,665,1230,54.1,8017,44,49,112.7,0.0,0.0,0.0,0.0,N
2009,brian hoyer,Michigan State,QB,74.0,215,5.02,32.0,109.0,4.42,7.1,,500,896,55.8,6159,35,23,121.3,0.0,0.0,0.0,0.0,N
2008,brian brohm,Louisville,QB,74.88,230,4.85,30.0,115.0,4.55,7.13,,780,1185,65.8,10775,71,24,157.9,0.0,1.0,1.0,0.0,Y
2015,brett hundley,UCLA,QB,75.25,226,4.63,36.0,120.0,3.98,6.93,,837,1241,67.4,9966,75,25,150.8,0.0,0.0,0.0,0.0,Y
2006,brett basanez,Northwestern,QB,73.25,220,4.79,34.0,114.0,4.22,6.75,,913,1584,57.6,10580,44,36,118.4,0.0,1.0,1.0,0.0,N
2012,brandon weeden,Oklahoma State,QB,75.5,221,4.89,,,,,,767,1103,69.5,9260,75,27,157.6,0.0,0.0,0.0,0.0,Y
2016,brandon doughty,Western Kentucky,QB,74.75,213,5.22,27.0,103.0,4.52,7.49,,1023,1491,68.6,12855,111,34,161.0,0.0,0.0,1.0,0.0,Y
2002,brandon doman,Brigham Young,QB,73.8,210,4.87,32.5,106.0,4.08,6.9,,313,504,62.1,4354,35,14,152.0,0.0,0.0,0.0,0.0,Y
2015,brandon bridge,South Alabama,QB,76.38,229,4.72,33.0,110.0,4.37,7.18,,189,373,50.7,2325,16,10,111.8,0.0,0.0,0.0,0.0,N
2016,brandon allen,Arkansas,QB,73.38,217,4.84,28.0,110.0,4.33,7.06,,583,1016,57.4,7463,64,26,134.8,0.0,0.0,0.0,0.0,Y
2007,brady quinn,Notre Dame,QB,75.75,232,4.73,,,,,,929,1602,58.0,11762,95,39,134.4,0.0,0.0,1.0,0.0,Y
2004,bradlee van pelt,Colorado State,QB,74.3,231,4.96,33.5,115.0,4.11,6.89,,424,778,54.5,6165,37,30,129.0,0.0,1.0,1.0,0.0,Y
2013,brad sorensen,Southern Utah,QB,76.5,229,4.97,29.0,112.0,4.55,7.17,,,,,,,,,0.0,0.0,0.0,0.0,Y
1997,brad otton,Southern California,QB,78.1,224,5.0,31.5,112.0,4.39,7.54,,410,718,57.1,5359,40,14,134.3,0.0,0.0,0.0,0.0,N
2003,brad banks,Iowa,QB,70.8,201,4.67,33.5,112.0,,,,211,362,58.3,3155,30,7,155.0,0.0,1.0,1.0,0.0,N
2015,blake sims,Alabama,QB,71.5,218,4.57,30.5,115.0,,,,275,430,64.0,3731,30,10,155.2,0.0,0.0,0.0,0.0,N
2014,blake bortles,Central Florida,QB,77.0,232,4.93,32.5,114.0,4.21,7.08,,585,891,65.7,7598,56,19,153.8,0.0,0.0,0.0,0.0,Y
2011,blaine gabbert,Missouri,QB,76.38,234,4.61,33.5,120.0,4.26,6.84,,568,933,60.9,6822,40,18,132.6,0.0,0.0,0.0,0.0,Y
2012,bj coleman,Tennessee-Chattanooga,QB,75.0,233,4.95,,109.0,4.38,7.07,,4,8,50.0,21,0,1,47.1,0.0,0.0,0.0,0.0,Y
2000,bill burke,Michigan State,QB,75.9,206,5.07,28.5,107.0,4.42,7.46,,416,766,54.3,5463,46,31,125.9,0.0,0.0,0.0,0.0,N
2008,bernard morris,Marshall (WV),QB,75.0,223,4.77,24.5,109.0,,,,483,803,60.1,5616,31,28,124.7,0.0,0.0,0.0,0.0,N
2004,ben roethlisberger,Miami (OH),QB,76.9,241,4.75,,,,,,854,1304,65.5,10829,84,34,151.3,0.0,1.0,1.0,0.0,Y
2006,barrick nealy,Texas State,QB,76.0,226,4.65,32.5,114.0,4.26,6.94,,45,84,53.6,542,3,4,110.0,0.0,0.0,0.0,0.0,N
2018,baker mayfield,Oklahoma,QB,73.0,215,4.84,29.0,111.0,4.28,7.0,,1026,1497,68.5,14607,131,30,175.4,1.0,1.0,1.0,1.0,Y
2012,austin davis,Southern Mississippi,QB,73.63,219,4.69,31.0,109.0,4.11,6.73,,933,1527,61.1,10892,83,27,135.4,0.0,0.0,0.0,0.0,N
2018,austin allen,Arkansas,QB,72.0,210,4.81,29.5,112.0,4.48,7.18,,359,607,59.1,5045,36,21,141.6,0.0,0.0,0.0,0.0,N
1999,anthony wright,South Carolina,QB,73.4,195,4.74,31.0,116.0,4.35,7.45,,432,796,54.3,5641,38,22,124.0,0.0,0.0,0.0,0.0,N
2008,anthony morelli,Penn State,QB,75.63,231,5.09,26.5,108.0,4.6,7.43,,460,821,56.0,5275,31,19,117.8,0.0,0.0,0.0,0.0,N
2015,anthony boone,Duke,QB,72.25,231,5.03,26.5,100.0,4.62,7.47,,540,923,58.5,5789,38,24,119.6,0.0,0.0,0.0,0.0,N
2011,andy dalton,Texas Christian,QB,74.0,215,4.83,29.5,106.0,4.27,6.93,,812,1317,61.7,10314,71,30,140.7,0.0,1.0,1.0,0.0,Y
2012,andrew luck,Stanford,QB,76.0,234,4.59,36.0,124.0,4.28,6.8,,713,1064,67.0,9430,82,22,162.8,0.0,1.0,1.0,0.0,Y
2005,alex smith,Utah,QB,76.13,217,4.78,32.0,113.0,3.96,6.82,,389,587,66.3,5203,47,8,164.4,0.0,1.0,1.0,0.0,Y
2005,alex smith,Utah,QB,76.13,217,4.78,32.0,113.0,3.96,6.82,,389,587,66.3,5203,47,8,164.4,0.0,1.0,1.0,0.0,Y
2008,alex brink,Washington State,QB,74.25,211,5.03,28.0,112.0,4.19,7.22,,848,1451,58.4,10913,76,43,133.0,0.0,0.0,0.0,0.0,Y
2017,alek torgersen,Pennsylvania,QB,75.0,230,,,,4.31,,,,,,,,,,0.0,0.0,0.0,0.0,N
1999,akili smith,Oregon,QB,74.8,227,4.7,34.0,111.0,4.29,6.99,,323,571,56.6,5148,45,15,153.1,0.0,1.0,1.0,0.0,Y
2014,aj mccarron,Alabama,QB,75.25,220,4.94,28.0,99.0,4.34,,,686,1026,66.9,9019,77,15,162.5,0.0,0.0,1.0,0.0,Y
2005,adrian mcpherson,Florida State,QB,75.5,218,4.73,34.5,128.0,4.08,6.93,,98,192,51.0,1215,14,1,127.2,0.0,0.0,0.0,0.0,Y
2008,adam tafralis,San Jose State,QB,73.13,221,4.85,32.0,108.0,4.33,7.14,,603,1027,58.7,7548,52,29,131.5,0.0,0.0,0.0,0.0,N
2005,aaron rodgers,California,QB,74.0,223,4.75,34.5,110.0,,7.38,,424,665,63.8,5469,43,13,150.3,0.0,0.0,0.0,0.0,Y
2012,aaron corp,Richmond (VA),QB,75.5,215,4.61,31.5,106.0,4.3,7.03,,19,30,63.3,169,1,1,115.0,0.0,0.0,0.0,0.0,N
1999,aaron brooks,Virginia,QB,75.5,203,4.59,35.5,118.0,4.29,7.52,,357,651,54.8,5118,33,24,130.2,0.0,0.0,0.0,0.0,Y
