year,name,college,position,height_in,weight_lbs,40yards,benchpress,vert_leap_in,broad_jump_in,shuttle,3cone,hasbling,allamerican,hasawards,drafted
2009,sammielee hill,Stillman (AL),DT,75.88,329,5.12,27,28,109,4.97,7.89,0,0,0,N
2009,evander hood,Missouri,DT,74.88,300,4.83,34,33,108,4.55,7.5,0,0,0,N
2009,corvey irvin,Georgia,DT,75,301,4.96,24,24.5,97,4.73,7.44,0,0,0,Y
2009,tyson jackson,Louisiana State,DE,76.13,296,4.94,,28.5,102,4.8,7.64,0,0,0,Y
2009,tim jamison,Michigan,DE,74.5,256,5.07,21,30,107,4.6,7.56,0,0,0,N
2009,ricky jean francois,Louisiana State,DT,75,295,5.18,25,26,,,,0,0,0,Y
2009,michael johnson,Georgia Tech,DE,78.88,266,4.69,28,38.5,128,4.37,7.42,0,0,0,Y
2009,mitch king,Iowa,DT,73.5,280,4.83,23,33.5,109,4.58,7.6,0,0,0,N
2009,terrance knighton,Temple,DT,75,321,5.21,,28,103,4.78,7.9,0,0,0,Y
2009,paul kruger,Utah,DE,76.25,263,4.83,24,32.5,108,4.47,7.52,0,0,0,Y
2009,alex magee,Purdue,DT,74.63,298,5.03,30,29.5,103,4.55,7.52,0,0,0,Y
2009,senderrick marks,Auburn,DT,73.75,306,5,,33,,,,0,0,0,Y
2009,orion martin,Virginia Tech,DE,74.25,262,4.81,24,32,108,4.63,7.9,0,0,0,N
2009,aaron maybin,Penn State,DE,75.75,249,4.78,22,38,124,4.38,7.52,1,1,1,Y
2009,roy miller,Texas,DT,73.25,310,4.95,36,32,103,4.74,8.01,0,0,0,Y
2009,khalif mitchell,East Carolina (NC),DT,77,318,5.08,30,30,109,4.71,7.45,0,0,0,N
2009,fili moala,Southern California,DT,76,305,5.07,25,30.5,100,,,0,0,0,Y
2009,kyle moore,Southern California,DE,77,272,4.81,22,30.5,105,4.47,7.4,0,0,0,Y
2009,brian orakpo,Texas,DE,75,263,4.63,31,39.5,,,,1,1,1,Y
2009,zach potter,Nebraska,DE,78.75,279,4.9,20,31,106,4.48,7.75,0,0,0,N
2009,myron pryor,Kentucky,DT,72.25,319,5.03,,30,107,4.75,8.16,0,0,0,Y
2009,bj raji,Boston College,DT,73.5,337,5.12,33,32,103,4.69,7.9,0,0,0,Y
2009,darryl richard,Georgia Tech,DT,74.5,303,5.08,17,25.5,,,,0,0,0,Y
2009,dorell scott,Clemson,DT,75.25,312,4.92,29,30.5,107,4.84,8.28,0,0,0,Y
2009,matt shaughnessy,Wisconsin,DE,77,266,4.86,24,30.5,112,4.88,7.68,0,0,0,Y
2009,lawrence sidbury,Richmond (VA),DE,74.38,266,4.53,28,35,120,4.43,7.46,0,0,0,N
2009,stryker sulak,Missouri,DE,76.5,251,4.63,22,31,113,4.58,7.31,0,0,0,Y
2009,terrance taylor,Michigan,DT,72,306,5.22,37,30,104,5.06,7.78,0,0,0,Y
2009,david veikune,Hawaii,DE,74.38,257,4.79,35,33,110,4.46,7.2,0,0,0,Y
2009,derek walker,Illinois,DE,75.75,268,4.98,24,37.5,115,4.41,7.31,0,0,0,N
2009,vance walker,Georgia Tech,DT,74,304,5.32,29,33,,,,0,0,0,Y
2009,brandon williams,Texas Tech,DE,74.5,261,4.96,38,33,112,4.49,7.23,0,0,0,Y
2009,jarius wynn,Georgia,DE,75,275,5.01,19,31.5,107,4.58,7.4,0,0,0,Y
2010,rahim alem,Louisiana State,DE,74.63,251,4.75,,30.5,106,4.8,7.54,0,0,0,N
2010,tyson alualu,California,DE,74.38,295,4.87,21,35.5,116,4.43,7.15,0,0,0,Y
2010,geno atkins,Georgia,DT,73.38,293,4.75,34,33,117,4.43,7.33,0,0,0,Y
2010,kevin basped,Nevada,DE,76.5,258,4.75,26,29,104,4.88,7.54,0,0,0,N
2010,alex carrington,Arkansas State,DE,77.25,285,4.92,26,,,,,1,0,1,Y
2010,terrence cody,Alabama,DT,76,349,5.71,,20.5,,5.03,8.19,1,1,1,Y
2010,hall davis,Louisiana-Lafayette,DE,75.75,271,4.84,28,,,,,0,0,0,Y
2010,carlos dunlap,Florida,DE,78,278,4.68,21,31.5,111,4.61,7.21,0,0,0,Y
2010,clifton geathers,South Carolina,DE,79.5,299,4.98,26,36,112,,7.69,0,0,0,Y
2010,everson griffen,Southern California,DE,75.38,273,4.65,32,,,,,0,0,0,Y
2010,greg hardy,Mississippi,DE,76,281,4.82,21,35,117,4.65,7.25,0,0,0,Y
2010,lamarr houston,Texas,DT,74.75,305,4.84,30,33.5,114,4.71,7.61,0,0,0,Y
2010,linval joseph,East Carolina (NC),DT,76.5,328,5.09,39,30,100,4.71,8.12,0,0,0,Y
2010,jammie kirlew,Indiana,DE,73.25,260,5.05,26,33,111,4.74,7.5,0,0,0,Y
2010,austen lane,Murray State (KY),DE,77.75,276,4.84,,34.5,125,4.6,7.38,0,0,0,Y
2010,brandon lang,Troy (AL),DE,75.75,266,5,20,28.5,104,4.68,,0,0,0,N
2010,gerald mccoy,Oklahoma,DT,76.13,295,5.04,23,30.5,114,4.48,7.32,1,1,1,Y
2010,greg middleton,Indiana,DE,75,268,4.96,,38,116,4.69,7.65,0,0,0,N
2010,earl mitchell,Arizona,DT,73.75,296,4.75,25,28.5,107,4.55,7.68,0,0,0,Y
2010,derrick morgan,Georgia Tech,DE,75,266,4.77,,34,112,4.43,7.12,1,0,1,Y
2010,mike neal,Purdue,DT,75,294,4.87,31,33,113,4.53,7.53,0,0,0,N
2010,jared odrick,Penn State,DT,77,304,5.03,26,29,106,4.59,7.22,0,0,0,Y
2010,vince oghobaase,Duke,DT,77,302,5.46,27,26,,,7.84,0,0,0,N
2010,jeff owens,Georgia,DT,73,304,4.97,44,30,101,4.68,,0,0,0,N
2010,corey peters,Kentucky,DT,75.25,300,4.98,,33,98,4.76,7.56,0,0,0,Y
2010,jason pierrepaul,South Florida,DE,76.75,270,4.71,19,30.5,115,4.67,7.18,0,0,0,Y
2010,brian price,UCLA,DT,73.13,303,5.12,34,28.5,96,,,1,0,1,Y
2010,jay ross,East Carolina (NC),DT,75,313,5.1,30,32,100,4.64,7.83,0,0,0,N
2010,george selvie,South Florida,DE,76.38,252,4.93,24,30.5,109,4.63,7.48,1,1,1,Y
2010,malcolm sheppard,Arkansas,DT,74.13,285,5.11,19,28,100,4.78,7.81,0,0,0,N
2010,ndamukong suh,Nebraska,DT,75.88,307,5.03,32,35.5,105,4.44,7.21,1,1,1,Y
2010,daniel teonesheim,Washington,DE,75.5,263,4.73,29,37,121,4.18,6.91,0,0,0,N
2010,cam thomas,North Carolina,DT,76,330,5.16,31,29,102,4.78,7.68,0,0,0,Y
2010,torell troup,Central Florida,DT,74.75,314,5.12,34,29,98,4.73,7.61,0,0,0,N
2010,lorenzo washington,Alabama,DT,76,291,5.21,25,30,107,4.68,7.4,0,0,0,N
2010,dan williams,Tennessee,DT,74,327,5.19,27,32,96,4.87,7.88,0,0,0,Y
2010,cj wilson,East Carolina (NC),DE,74.88,290,4.83,32,33,116,4.77,,0,0,0,Y
2010,ej wilson,North Carolina,DE,74.5,286,4.97,23,29.5,,,,0,0,0,Y
2010,lindsey witten,Connecticut,DE,76.5,250,4.7,23,36.5,115,4.62,7.32,0,0,0,N
2010,al woods,Louisiana State,DT,75.63,309,5.15,,37,109,4.67,7.45,0,0,0,Y
2010,corey wootton,Northwestern,DE,78,270,4.92,20,,,,,0,0,0,Y
2010,doug worthington,Ohio State,DT,77,292,5.02,19,,,,,0,0,0,Y
2010,willie young,North Carolina State,DE,77,251,4.88,25,38,118,4.56,7.24,0,0,0,Y
2011,olufemi ajiboye,South Carolina,DT,73.38,297,5.31,23,24,91,4.71,7.72,0,0,0,N
2011,marvin austin,North Carolina,DT,73.63,309,4.84,38,30.5,112,4.4,7.33,0,0,0,Y
2011,allen bailey,Miami (FL),DE,75,285,4.71,27,36.5,117,4.56,7.43,0,0,0,Y
2011,brandon bair,Oregon,DE,77.88,276,4.92,26,28,114,4.37,7.07,0,0,0,N
2011,christian ballard,Iowa,DE,75.75,283,4.75,,31.5,111,4.51,7.54,0,0,0,Y
2011,daquan bowers,Clemson,DE,75.38,280,4.64,22,,,,,1,1,1,Y
2011,jurrell casey,Southern California,DT,72.63,300,5.04,26,27.5,101,4.78,7.51,0,0,0,Y
2011,ugo chinasa,Oklahoma State,DE,76.88,264,4.63,22,28,117,4.39,7.07,0,0,0,N
2011,adrian clayborn,Iowa,DE,74.63,281,4.78,,33,113,4.13,7.3,1,1,1,Y
2011,marcell dareus,Alabama,DT,75.13,319,4.93,24,27,,4.62,7.83,0,0,0,Y
2011,demarcus dobbs,Georgia,DE,74.25,281,4.87,,31,107,4.37,7.22,0,0,0,N
2011,kenrick ellis,Hampton (VA),DT,76.88,346,5.19,26,,,,,0,0,0,Y
2011,ricky elmore,Arizona,DE,76.5,255,4.88,26,31.5,106,4.32,7.25,0,0,0,Y
2011,nick fairley,Auburn,DT,75.88,291,4.84,,31,113,4.56,7.14,1,1,1,Y
2011,sione fua,Stanford,DT,73.5,308,5.28,30,24,101,4.54,7.54,0,0,0,N
2011,john graves,Virginia Tech,DT,75,286,5.09,29,28.5,114,4.49,7.49,0,0,0,N
2011,lawrence guy,Arizona State,DT,76.13,305,4.96,28,29,,4.43,7.6,0,0,0,Y
2011,cameron heyward,Ohio State,DE,76.63,294,4.92,,30,,,,0,0,0,N
2011,jarvis jenkins,Clemson,DT,76,310,5.03,17,26.5,98,4.83,7.42,0,0,0,Y
2011,cameron jordan,California,DE,76.13,287,4.74,25,31,117,4.37,7.07,0,0,0,Y
2011,patrick kerrigan,Purdue,DE,75.88,267,4.67,31,33.5,122,4.39,7.18,0,0,0,N
2011,karl klug,Iowa,DE,75,275,4.79,22,,,,,0,0,0,Y
2011,lazarius levingston,Louisiana State,DE,75.5,292,4.93,,29.5,104,4.62,7.29,0,0,0,Y
2011,corey liuget,Illinois,DT,74.13,298,4.97,27,27.5,102,4.68,7.48,0,0,0,Y
2011,cliff matthews,South Carolina,DE,75.5,257,4.81,17,32,112,4.37,7.21,0,0,0,Y
2011,terrell mcclain,South Florida,DT,73.63,297,4.98,29,28,104,4.56,7.48,0,0,0,Y
2011,pernell mcphee,Mississippi State,DE,74.63,278,4.91,20,28.5,107,4.59,7.13,0,0,0,Y
2011,chris neild,West Virginia,DT,73.75,319,5.06,30,29,106,4.46,7.56,0,0,0,Y
2011,drake nevis,Louisiana State,DT,72.63,294,5.06,31,30.5,112,4.65,7.71,0,0,0,Y
2011,cheta ozougwu,Rice (TX),DE,73.63,247,4.84,26,34.5,119,4.31,7.06,0,0,0,Y
2011,stephen paea,Oregon State,DT,73.25,303,4.98,49,,,,,1,1,1,Y
2011,martin parker,Richmond (VA),DT,74.13,303,4.95,22,29,104,4.57,7.56,0,0,0,N
2011,jerrell powe,Mississippi,DT,73.75,335,5.25,27,25,93,5.06,8.17,0,0,0,Y
2011,robert quinn,North Carolina,DE,76,265,4.62,22,34,116,4.4,7.13,0,0,0,Y
2011,daundre reed,Arizona,DE,75.88,261,4.84,30,35.5,119,4.32,7.24,0,0,0,Y
2011,jabaal sheard,Pittsburgh,DE,74.88,264,4.68,,31,115,,,1,0,1,Y
2011,tupaimoefitpo siliga,Utah,DT,73.75,305,5.04,29,29,,4.75,7.7,0,0,0,N
2011,aldon smith,Missouri,DE,76.25,263,4.74,20,34,118,4.5,7.19,0,0,0,Y
2011,adrian taylor,Oklahoma,DT,75.38,311,4.96,34,,,,,0,0,0,N
2011,phil taylor,Baylor,DT,75.25,334,5.09,31,29.5,100,4.77,7.75,0,0,0,Y
2011,cedric thornton,Southern Arkansas,DT,75.13,309,5.25,23,27,101,4.71,7.7,0,0,0,N
2011,justin watt,Wisconsin,DE,77.38,290,4.81,34,37,120,4.21,6.88,0,0,0,N
2011,markus white,Florida State,DE,75.5,266,4.86,14,32.5,117,4.51,7.25,0,0,0,Y
2011,colby whitlock,Texas Tech,DT,74.13,302,5.27,25,30.5,105,4.75,7.73,0,0,0,N
2011,muhammad wilkerson,Temple,DT,76.13,315,4.96,27,26,106,4.59,7.31,0,0,0,Y
2011,ian williams,Notre Dame,DT,73,319,5.21,31,28.5,98,4.78,,0,0,0,N
2011,ryan winterswyk,Boise State,DE,76,268,4.96,18,30,111,4.37,7.01,0,0,0,N
2012,chas alecxih,Pittsburgh,DT,75.75,296,5.31,19,25.5,99,4.62,7.74,0,0,0,N
2012,frank alexander,Oklahoma,DE,75.75,270,4.82,,,,,,1,0,1,Y
2012,jake bequette,Arkansas,DE,76.63,274,4.75,,34,113,4.07,6.9,0,0,0,Y
2012,jamie blatnick,Oklahoma State,DE,75.13,263,4.81,28,32.5,112,4.2,7.22,0,0,0,N
2012,andre branch,Clemson,DE,76.25,259,4.67,19,32.5,120,4.25,7.19,0,0,0,Y
2012,michael brockers,Louisiana State,DT,77,322,5.31,,26.5,105,4.81,7.46,0,0,0,Y
2012,josh chapman,Alabama,DT,72.63,316,5.02,,,,,,0,0,0,Y
2012,quinton coples,North Carolina,DE,77.75,284,4.69,25,31.5,109,4.78,7.57,0,0,0,Y
2012,fletcher cox,Mississippi State,DT,76,298,4.77,30,26,103,4.53,7.07,0,0,0,Y
2012,jack crawford,Penn State,DE,76.88,274,4.74,,33,116,4.25,7.15,0,0,0,Y
2012,tyrone crawford,Boise State,DE,76.25,275,4.82,28,33,113,4.44,7.09,0,0,0,Y
2012,jared crick,Nebraska,DE,76.25,279,4.91,,31,104,4.4,7.47,0,0,0,Y
2012,vinny curry,Marshall (WV),DE,75.13,266,4.87,,32,110,4.4,6.9,1,0,1,Y
2012,mike daniels,Iowa,DT,72.5,291,4.84,,,,,,0,0,0,Y
2012,hebron fangupo,Brigham Young,DT,72.75,323,5.12,36,31.5,99,4.62,7.94,0,0,0,N
2012,marcus forston,Miami (FL),DT,73.25,301,5.05,35,28,105,4.79,7.64,0,0,0,N
2012,justin francis,Rutgers,DE,74,268,4.9,23,32,109,4.35,7.05,0,0,0,N
2012,tim fugger,Vanderbilt,DE,75,248,4.64,,,,,,0,0,0,Y
2012,trevor guyton,California,DE,74.63,285,5.01,,31,105,4.53,7.45,0,0,0,Y
2012,dominique hamilton,Missouri,DT,76.75,313,5.45,31,,,4.78,7.82,0,0,0,N
2012,dajohn harris,Southern California,DT,75.38,306,5.16,,,,,,0,0,0,N
2012,akiem hicks,Regina (Canada),DT,76.63,318,5.21,26,31.5,108,4.86,7.75,0,0,0,Y
2012,jaye howard,Florida,DT,75,301,4.78,24,27.5,106,4.47,7.32,0,0,0,Y
2012,john hughes,Cincinnati,DT,74.5,309,5.32,28,,,,,0,0,0,Y
2012,malik jackson,Tennessee,DE,76.75,284,4.85,25,28,105,4.41,7.38,0,0,0,Y
2012,jamaar jarrett,Arizona State,DE,76.75,265,4.96,21,30,114,4.34,,0,0,0,N
2012,cam johnson,Virginia,DE,75.5,268,4.75,,35,105,4.38,7.2,0,0,0,Y
2012,chandler jones,Syracuse,DE,77.38,266,4.77,22,35,120,4.38,7.07,0,0,0,Y
2012,markus kuhn,North Carolina State,DT,76.75,299,4.87,28,34.5,112,4.41,7.43,0,0,0,Y
2012,kentrell lockett,Mississippi,DE,77,243,4.99,,,,,,0,0,0,N
2012,mike martin,Michigan,DT,73.38,306,4.8,36,33.5,113,4.25,7.19,0,0,0,Y
2012,vaughn meatoga,Hawaii,DT,73.13,294,4.93,27,30,108,4.21,7.1,0,0,0,N
2012,whitney mercilus,Illinois,DE,75.63,261,4.68,27,32,118,4.53,7.17,1,1,1,Y
2012,rennie moore,Clemson,DT,75,268,5,21,30.5,109,4.53,,0,0,0,N
2012,donte paigemoss,North Carolina,DE,75.38,268,4.67,26,,,,,0,0,0,N
2012,nick perry,Southern California,DE,74.75,271,4.55,35,38.5,124,4.66,7.25,0,0,0,Y
2012,dontari poe,Memphis,DT,75.5,346,4.89,44,29.5,105,4.56,7.9,0,0,0,Y
2012,tydreke powell,North Carolina,DT,74.25,311,5.28,29,28.5,99,4.62,7.31,0,0,0,N
2012,kheeston randall,Texas,DT,76.63,293,5,28,34,111,4.84,7.49,0,0,0,Y
2012,kendall reyes,Connecticut,DT,76.13,299,4.82,36,34.5,113,4.53,7.43,0,0,0,Y
2012,travian robertson,South Carolina,DT,76.13,302,5.12,30,26,102,,,0,0,0,Y
2012,brett roy,Nevada,DT,74.88,275,5,32,30.5,108,4.62,7.31,0,0,0,N
2012,derrick shelby,Utah,DE,74.88,266,4.87,26,35.5,116,4.5,7.09,0,0,0,N
2012,jacquies smith,Missouri,DE,74.63,253,4.75,21,31.5,110,4.31,7.25,0,0,0,N
2012,scott solomon,Rice (TX),DE,75,262,4.88,34,35,124,4.25,7.17,0,0,0,Y
2012,devon still,Penn State,DT,76.88,303,5.01,26,29.5,,,,1,1,1,Y
2012,jr sweezy,North Carolina State,DT,76.75,298,4.97,21,36,113,4.41,7.4,0,0,0,N
2012,alameda taamu,Washington,DT,74.5,348,5.3,35,26,103,,,0,0,0,Y
2012,brandon thompson,Clemson,DT,74,314,5.2,35,31,100,4.71,7.97,0,0,0,Y
2012,christian tupou,Southern California,DT,74.25,289,5.38,30,24,92,4.87,8.07,0,0,0,N
2012,deangelo tyson,Georgia,DT,74.25,315,5.04,,,,,,0,0,0,Y
2012,courtney upshaw,Alabama,DE,73.63,272,4.76,22,,,,,0,0,0,Y
2012,olivier vernon,Miami (FL),DE,74.13,261,4.73,31,34.5,122,4.5,7.39,0,0,0,Y
2012,billy winn,Boise State,DE,76,294,4.86,24,27,107,4.44,7.37,0,0,0,Y
2012,derek wolfe,Cincinnati,DT,77.13,295,4.93,33,33.5,108,4.44,7.26,1,0,1,Y
2012,jerel worthy,Michigan State,DT,74,308,5,,28.5,107,4.56,7.6,1,1,1,Y
2013,ezekial ansah,Brigham Young,DE,77.25,271,4.63,21,34.5,118,4.26,7.11,0,0,0,N
2013,tj barnes,Georgia Tech,DT,78.25,369,5.3,25,22,97,4.96,8.26,0,0,0,N
2013,david bass,Missouri Western,DE,75.88,262,4.84,20,30.5,111,4.33,7.07,0,0,0,Y
2013,josh boyd,Mississippi State,DT,74.63,310,5.14,32,26.5,104,4.64,7.16,0,0,0,Y
2013,armonty bryant,East Central (OK),DE,75.88,263,4.86,,31.5,118,5,7.32,0,0,0,Y
2013,michael buchanan,Illinois,DE,77.38,255,4.78,22,33,113,4.44,6.91,0,0,0,Y
2013,cornellius carradine,Florida State,DE,76.13,276,4.75,28,,,,,0,0,0,Y
2013,everett dawkins,Florida State,DT,74.13,292,5.06,23,30,103,4.88,7.61,0,0,0,Y
2013,lavar edwards,Louisiana State,DE,76,277,4.8,,33,119,4.51,7.03,0,0,0,Y
2013,sharrif floyd,Florida,DT,74.63,297,4.92,,30,106,4.75,7.4,0,0,0,Y
2013,kwame geathers,Georgia,DT,77.38,342,5.44,,26.5,96,5.27,8.11,0,0,0,N
2013,william gholston,Michigan State,DE,78.25,281,4.96,23,28.5,110,4.59,7.2,0,0,0,Y
2013,malliciah goodman,Clemson,DE,75.63,276,4.87,26,31.5,114,,,0,0,0,Y
2013,cory grissom,South Florida,DT,73.38,306,5.31,22,27.5,97,4.81,7.79,0,0,0,N
2013,johnathan hankins,Ohio State,DT,74.88,320,5.31,,26,104,4.61,7.59,0,0,0,Y
2013,jordan hill,Penn State,DT,73.25,303,5.23,28,22.5,103,4.51,7.49,0,0,0,Y
2013,montori hughes,Tennessee-Martin,DT,76,329,5.23,22,26.5,104,4.7,7.85,0,0,0,Y
2013,margus hunt,Southern Methodist (TX),DE,80.13,277,4.62,38,34.5,121,4.51,7.07,0,0,0,Y
2013,john jenkins,Georgia,DT,75.63,346,5.21,30,,,,,0,0,0,Y
2013,abry jones,Georgia,DT,75.38,313,5.06,30,26.5,101,,,0,0,0,N
2013,chris jones,Bowling Green (OH),DT,73.63,302,5.33,30,24.5,106,4.44,7.44,1,0,1,Y
2013,datone jones,UCLA,DE,75.88,283,4.8,29,31.5,112,4.32,7.32,0,0,0,Y
2013,dion jordan,Oregon,DE,78.25,248,4.6,,32.5,122,4.35,7.02,0,0,0,Y
2013,joe kruger,Utah,DE,78.25,269,4.83,24,34,117,4.46,7.17,0,0,0,Y
2013,corey lemonier,Auburn,DE,75.38,255,4.6,27,33,119,4.4,7.14,0,0,0,Y
2013,bennie logan,Louisiana State,DT,73.88,309,5.08,30,25,104,4.67,7.53,0,0,0,Y
2013,star lotulelei,Utah,DT,76,320,5.14,,,,,,0,0,0,Y
2013,stansly maponga,Texas Christian,DE,73.88,256,4.78,30,,,,,0,0,0,Y
2013,sam montgomery,Louisiana State,DE,75.25,262,4.81,,34.5,114,4.51,7.18,0,0,0,Y
2013,damontre moore,Texas A&M,DE,76.5,250,4.95,12,35.5,122,,,1,1,1,Y
2013,alex okafor,Texas,DE,76.5,264,4.78,21,,,,,0,0,0,Y
2013,sheldon richardson,Missouri,DT,74.5,294,5.02,30,32,116,,,0,0,0,Y
2013,jared smith,New Hampshire,DT,75.38,302,5.08,28,32.5,115,4.39,7.2,0,0,0,Y
2013,akeem spence,Illinois,DT,72.63,307,5.15,37,30,107,4.72,7.82,0,0,0,Y
2013,devin taylor,South Carolina,DE,79,266,4.72,14,35,128,4.3,6.89,0,0,0,Y
2013,cornelius washington,Georgia,DE,76,265,4.55,36,39,128,,,0,0,0,Y
2013,bjoern werner,Florida State,DE,75.25,266,4.83,25,31,111,4.4,7.3,1,1,1,Y
2013,brandon williams,Missouri Southern,DT,73,335,5.37,38,29.5,102,4.91,8.09,0,0,0,Y
2013,jesse williams,Alabama,DT,75.38,323,4.94,30,,,,,0,0,0,Y
2013,nicholas williams,Samford (AL),DT,76.5,309,4.94,28,33,111,4.65,7.55,0,0,0,N
2013,sylvester williams,North Carolina,DT,74.63,313,5.03,27,26.5,102,4.8,7.93,0,0,0,Y
2013,tourek williams,Florida International,DE,75,260,4.92,25,33,112,,,0,0,0,Y
2014,jay bromley,Syracuse,DT,75.13,306,5.06,26,33.5,104,4.78,7.92,0,0,0,Y
2014,ryan carrethers,Arkansas State,DT,73.25,337,5.47,32,26,87,4.6,7.89,0,0,0,Y
2014,will clarke,West Virginia,DE,78.13,271,4.77,22,32,111,4.57,7.26,0,0,0,Y
2014,jadeveon clowney,South Carolina,DE,77.25,266,4.53,21,37.5,123,4.43,7.27,1,1,1,Y
2014,deandre coleman,California,DT,76.75,314,5.12,24,,,,,0,0,0,N
2014,scott crichton,Oregon State,DE,74.88,273,4.84,24,31.5,108,4.29,7.19,0,0,0,Y
2014,aaron donald,Pittsburgh,DT,72.75,285,4.68,35,32,115,4.39,7.11,1,1,1,Y
2014,kony ealy,Missouri,DE,76,273,4.92,22,31,113,4.45,6.83,0,0,0,Y
2014,dominique easley,Florida,DT,73.75,288,4.93,26,,,,,0,0,0,Y
2014,justin ellis,Louisiana Tech,DT,73.5,334,5.27,25,28,91,4.75,7.81,0,0,0,Y
2014,ik enemkpali,Louisiana Tech,DE,72.75,261,4.78,28,34,112,4.65,7.67,0,0,0,Y
2014,ego ferguson,Louisiana State,DT,74.88,315,4.98,24,,,,,0,0,0,Y
2014,james gayle,Virginia Tech,DE,75.75,259,4.7,26,37,122,4.27,7.19,0,0,0,N
2014,rashede hageman,Minnesota,DT,77.88,310,5.02,32,35.5,113,4.5,7.87,0,0,0,Y
2014,taylor hart,Oregon,DE,78.13,281,4.92,21,,,,,0,0,0,Y
2014,kerry hyder,Texas Tech,DT,74.5,290,5.1,20,29.5,108,4.33,7.23,0,0,0,N
2014,jackson jeffcoat,Texas,DE,75,247,4.63,18,36,123,4.18,6.97,1,1,1,N
2014,timmy jernigan,Florida State,DT,73.63,299,5.06,27,29.5,101,4.83,,0,0,0,Y
2014,anthony johnson,Louisiana State,DT,74.5,308,5.24,20,24.5,101,4.83,7.93,0,0,0,N
2014,daquan jones,Penn State,DT,75.75,322,5.35,25,27.5,100,4.78,7.73,0,0,0,Y
2014,zack kerr,Delaware,DT,73.38,326,5.08,28,28.5,99,4.71,7.93,0,0,0,N
2014,demarcus lawrence,Boise State,DE,74.88,251,4.8,20,34.5,112,4.31,7.46,0,0,0,Y
2014,aaron lynch,South Florida,DE,77,249,4.76,18,,,,,0,0,0,Y
2014,eathyn manumaleuna,Brigham Young,DT,74.25,296,5.16,29,28,100,4.61,7.78,0,0,0,N
2014,cassius marsh,UCLA,DE,76,252,4.89,14,32,108,4.25,7.08,0,0,0,Y
2014,kareem martin,North Carolina,DE,77.88,272,4.72,22,35.5,128,4.33,7.2,0,0,0,Y
2014,josh mauro,Stanford,DE,77.88,271,5.21,21,32,115,4.51,7.43,0,0,0,N
2014,daniel mccullers,Tennessee,DT,78.75,352,5.18,27,20.5,104,,,0,0,0,Y
2014,tevin mims,South Florida,DE,76,260,4.95,17,27.5,116,,,0,0,0,N
2014,zach moore,Concordia - St Paul (MN),DE,77.5,269,4.84,23,33.5,123,4.46,7.41,0,0,0,Y
2014,trent murphy,Stanford,DE,77.38,250,4.86,19,35.5,116,4.2,6.78,1,1,1,Y
2014,louis nix,Notre Dame,DT,74,331,5.42,,25.5,104,4.94,8.29,0,0,0,Y
2014,tenny palepoi,Utah,DT,73.5,298,5.1,31,30.5,111,4.53,7.67,0,0,0,N
2014,mike pennel,Colorado State-Pueblo,DT,76.25,332,5.23,23,28.5,101,4.84,7.94,0,0,0,N
2014,kelcy quarles,South Carolina,DT,75.75,297,5.03,27,23.5,101,,,0,0,0,N
2014,kaleb ramsey,Boston College,DT,75,293,,36,,,,,0,0,0,Y
2014,caraun reid,Princeton,DT,74.13,302,4.91,20,26.5,104,4.58,7.59,0,0,0,Y
2014,michael sam,Missouri,DE,74,261,4.91,17,25.5,113,4.7,7.8,1,1,1,Y
2014,chris smith,Arkansas,DE,73,266,4.71,28,37,121,4.46,7.55,0,0,0,Y
2014,marcus smith,Louisville,DE,75.38,251,4.68,23,35,121,4.47,7.48,0,0,0,Y
2014,shamar stephen,Connecticut,DT,76.88,309,5.25,25,30.5,102,,,0,0,0,Y
2014,will sutton,Arizona State,DT,72.5,303,5.36,24,28.5,99,4.82,7.93,1,1,1,Y
2014,robert thomas,Arkansas,DT,73.25,327,5.26,32,,,,,0,0,0,N
2014,khyri thornton,Southern Mississippi,DT,74.63,304,5.03,28,29,111,4.76,7.83,0,0,0,Y
2014,stephon tuitt,Notre Dame,DT,77.5,304,4.92,31,,,,,0,0,0,Y
2014,george uko,Southern California,DT,74.63,284,4.99,18,29.5,110,,,0,0,0,N
2014,larry webster,Bloomsburg,DE,78,252,4.58,17,36.5,123,4.44,7.29,0,0,0,Y
2014,ethan westbrooks,West Texas A&M,DE,75.5,267,4.9,19,29,110,4.67,7.3,0,0,0,N
2014,kerry wynn,Richmond (VA),DE,77,266,4.97,31,34,113,,7.11,0,0,0,N
2015,henry anderson,Stanford,DE,78.25,294,4.97,,30,111,4.19,7.2,0,0,0,Y
2015,arik armstead,Oregon,DT,79.13,292,5.1,24,34,117,4.53,7.57,0,0,0,Y
2015,tavaris barnes,Clemson,DE,75.75,282,4.8,22,,,,,0,0,0,N
2015,angelo blackson,Auburn,DT,76.38,318,5.02,20,31,101,4.57,7.5,0,0,0,Y
2015,malcom brown,Texas,DT,74.38,319,5.05,26,29.5,98,4.59,7.84,1,1,1,Y
2015,anthony chickillo,Miami (FL),DE,75.13,267,4.79,27,34.5,114,4.25,7.17,0,0,0,Y
2015,frank clark,Michigan,DE,74.88,271,4.79,19,38.5,118,4.05,7.08,0,0,0,Y
2015,xavier cooper,Washington State,DT,74.88,293,4.86,29,29,110,4.37,7.23,0,0,0,Y
2015,christian covington,Rice (TX),DT,74.38,289,5.09,,,,,,0,0,0,Y
2015,corey crawford,Clemson,DE,77,283,5.01,,33,110,4.65,7.64,0,0,0,N
