year,name,college,position,height_in,weight_lbs,40yards,benchpress,vert_leap_in,broad_jump_in,shuttle,3cone,defint,defyds,defavg,deftds,hasbling,allamerican,hasawards,drafted
2013,khalid wooten,Nevada,CB,71,210,4.53,17,33.5,117,4.18,6.95,10,206,20.6,2,0,0,0,Y
2013,blidi wrehwilson,Connecticut,CB,73,195,4.53,14,36,128,4.12,6.97,,,,,0,0,0,Y
2014,ricardo allen,Purdue,CB,69.13,187,4.61,13,35.5,116,4.15,,13,247,19,4,0,0,0,Y
2014,deion belue,Alabama,CB,70.75,182,4.48,11,,,,,3,43,14.3,0,0,0,0,N
2014,bene benwikere,San Jose State,CB,70.75,195,4.63,10,40.5,122,4.38,6.94,14,213,15.2,1,0,0,0,Y
2014,bashaud breeland,Clemson,CB,71.38,197,4.62,11,34.5,123,4.33,7.04,6,142,23.7,0,0,0,0,Y
2014,travis carrie,Ohio,CB,71.63,206,4.49,17,,,,,9,190,21.1,2,0,0,0,Y
2014,ross cockrell,Duke,CB,72,191,4.56,10,36.5,122,4.32,7.28,12,80,6.7,1,0,0,0,Y
2014,chris davis,Auburn,CB,69.88,202,4.54,15,,,,,0,0,,0,0,0,0,N
2014,darqueze dennard,Michigan State,CB,70.88,199,4.52,15,,,,,10,125,12.5,1,1,1,1,Y
2014,pierre desir,Lindenwood (MO),CB,73,198,4.59,11,35,133,4.3,6.86,,,,,0,0,0,Y
2014,brandon dixon,Northwest Missouri State,CB,71.5,203,4.41,17,32.5,116,4.27,7.15,,,,,0,0,0,Y
2014,antone exum,Virginia Tech,CB,71.63,213,4.59,17,35,116,4.13,7.05,6,80,13.3,0,0,0,0,Y
2014,kyle fuller,Virginia Tech,CB,71.75,190,4.49,12,38.5,127,4.19,6.9,6,10,1.7,0,0,0,0,Y
2014,ej gaines,Missouri,CB,69.63,190,4.44,15,,,,,8,71,8.9,0,0,0,0,Y
2014,phillip gaines,Rice (TX),CB,72.38,193,4.38,11,36.5,122,4.04,6.62,4,2,0.5,0,0,0,0,Y
2014,justin gilbert,Oklahoma State,CB,72.13,202,4.37,20,35.5,125,,6.92,12,180,15,2,1,1,1,Y
2014,demetri goodson,Baylor,CB,71,194,4.52,11,37,123,4.34,6.8,4,77,19.3,0,0,0,0,Y
2014,andre hal,Vanderbilt,CB,70.38,188,4.5,15,35.5,117,4.27,7.14,6,129,21.5,0,0,0,0,Y
2014,victor hampton,South Carolina,CB,69,197,4.69,20,33.5,116,4.2,7.01,5,26,5.2,0,0,0,0,N
2014,bennett jackson,Notre Dame,CB,71.88,195,4.51,13,38,127,4,6.75,6,91,15.2,1,0,0,0,Y
2014,kendall james,Maine,CB,70.5,180,4.44,9,39,,4.19,6.81,,,,,0,0,0,Y
2014,stanley jeanbaptiste,Nebraska,CB,74.63,218,4.61,13,41.5,127,4.33,,,,,,0,0,0,Y
2014,lamarcus joyner,Florida State,CB,68,184,4.55,14,37.5,123,4.4,7.26,8,80,10,0,1,1,1,Y
2014,nevin lawson,Utah State,CB,69.5,190,4.48,16,33,120,4.4,7.12,6,65,10.8,1,0,0,0,Y
2014,keith mcgill,Utah,CB,75.38,211,4.51,,39,128,4.18,7.29,1,19,19,1,0,0,0,Y
2014,terrance mitchell,Oregon,CB,71.13,192,4.63,,34,116,4,6.57,7,108,15.4,1,0,0,0,Y
2014,jabari price,North Carolina,CB,70.63,200,4.45,16,,,4.3,7.04,2,29,14.5,0,0,0,0,Y
2014,loucheiz purifoy,Florida,CB,71.5,190,4.61,6,35.5,120,,,2,42,21,1,0,0,0,N
2014,keith reaser,Florida Atlantic,CB,70.75,189,4.43,22,,,,,5,66,13.2,0,0,0,0,Y
2014,rashaad reynolds,Oregon State,CB,69.88,189,4.51,20,37.5,123,4,6.72,10,115,11.5,0,0,0,0,N
2014,marcus roberson,Florida,CB,72.25,191,4.61,8,37.5,120,4.08,6.84,3,31,10.3,0,0,0,0,N
2014,bradley roby,Ohio State,CB,71.25,194,4.39,17,38.5,123,4.04,,8,226,28.3,2,0,0,0,Y
2014,jason verrett,Texas Christian,CB,69.5,189,4.38,,39,127,4,6.69,9,35,3.9,0,1,0,1,Y
2014,todd washington,Southeast Louisiana,CB,71.38,196,4.57,13,,,,,2,13,6.5,0,0,0,0,N
2014,jaylen watkins,Florida,CB,71.5,194,4.41,22,,,,,3,44,14.7,1,0,0,0,Y
2014,lavelle westbrooks,Georgia Southern,CB,71,186,4.63,15,36,121,4.27,6.98,,,,,0,0,0,Y
2015,alex carter,Stanford,CB,72.13,196,4.51,17,40,121,4.07,7.05,2,0,0,0,0,0,0,Y
2015,justin coleman,Tennessee,CB,70.63,185,4.53,20,37.5,124,3.98,6.61,5,106,21.2,1,0,0,0,N
2015,jalen collins,Louisiana State,CB,73.5,203,4.48,,36,124,4.27,6.77,3,13,4.3,0,0,0,0,Y
2015,justin cox,Mississippi State,CB,72.63,191,4.36,15,38,129,4.07,7.05,2,0,0,0,0,0,0,N
2015,ronald darby,Florida State,CB,70.63,193,4.38,12,41.5,129,4.14,6.94,2,16,8,0,0,0,0,Y
2015,quandre diggs,Texas,CB,69.13,196,4.56,17,35.5,113,4.15,7.22,11,28,2.5,0,0,0,0,Y
2015,lorenzo doss,Tulane (LA),CB,70.38,182,4.5,9,33.5,115,4.26,7.2,15,271,18.1,2,0,0,0,Y
2015,charles gaines,Louisville,CB,69.88,180,4.44,,34.5,123,4.2,7.07,7,118,16.9,1,0,0,0,Y
2015,jacoby glenn,Central Florida,CB,72,179,4.64,,34,123,4.26,6.97,9,64,7.1,0,1,0,1,N
2015,senquez golson,Mississippi,CB,68.63,176,4.46,15,33.5,120,4.2,6.81,16,232,14.5,1,1,1,1,Y
2015,doran grant,Ohio State,CB,70.25,200,4.44,21,33,116,4.33,,9,146,16.2,1,0,0,0,Y
2015,ladarius gunter,Miami (FL),CB,73.5,202,4.69,12,33.5,108,4.41,7.18,6,151,25.2,1,0,0,0,N
2015,troy hill,Oregon,CB,70,182,4.55,,32.5,120,4.21,6.81,3,96,32,1,0,0,0,N
2015,kevin johnson,Wake Forest,CB,72.25,188,4.52,,41.5,130,3.89,6.79,7,49,7,0,0,0,0,Y
2015,byron jones,Connecticut,CB,72.63,199,4.49,,44.5,147,3.94,6.78,8,77,9.6,1,0,0,0,Y
2015,craig mager,Texas State,CB,71.5,201,4.44,17,38,130,4.07,6.83,7,21,3,0,0,0,0,Y
2015,nick marshall,Auburn,CB,73.5,207,4.54,12,37.5,124,4.15,6.96,0,0,,0,0,0,0,N
2015,bobby mccain,Memphis,CB,69.5,195,4.51,17,36,130,3.82,6.8,12,246,20.5,4,0,0,0,Y
2015,steven nelson,Oregon State,CB,70.13,197,4.49,19,34.5,115,4.07,6.88,8,26,3.3,1,0,0,0,Y
2015,garry peters,Clemson,CB,71.75,191,4.61,7,32.5,119,4,6.8,2,15,7.5,0,0,0,0,N
2015,marcus peters,Washington,CB,71.63,197,4.53,17,37.5,121,4.08,7.08,11,72,6.5,1,0,0,0,Y
2015,quinten rollins,Miami (OH),CB,71.13,195,4.57,14,36.5,122,4.28,7.1,7,35,5,1,1,0,1,Y
2015,eric rowe,Utah,CB,72.75,205,4.45,19,39,125,3.97,6.7,3,18,6,1,0,0,0,Y
2015,josh shaw,Southern California,CB,72.5,201,4.44,26,37.5,130,4.12,7.01,4,51,12.8,0,0,0,0,Y
2015,jacorey shepherd,Kansas,CB,70.88,199,4.54,14,,,,,5,32,6.4,1,0,0,0,Y
2015,tye smith,Towson (MD),CB,72.13,195,4.6,15,36.5,124,3.96,6.97,,,,,0,0,0,Y
2015,damian swann,Georgia,CB,72,189,4.5,,33,118,,,8,79,9.9,0,0,0,0,Y
2015,trae waynes,Michigan State,CB,72.13,186,4.31,19,38,122,4.39,7.06,6,11,1.8,0,0,0,0,Y
2015,kevin white,Texas Christian,CB,69.13,183,4.63,18,35.5,121,4.14,6.92,6,62,10.3,0,0,0,0,Y
2015,julian wilson,Oklahoma,CB,74,205,4.58,,36,125,4.22,6.94,4,100,25,1,0,0,0,N
2016,mackensie alexander,Clemson,CB,70.38,190,,11,,,,,0,0,,0,0,0,0,Y
2016,eli apple,Ohio State,CB,72.63,199,4.4,13,,,,,4,16,4,0,0,0,0,Y
2016,briean boddycalhoun,Minnesota,CB,69.5,193,4.47,10,35,123,4.22,7.16,,,,,0,0,0,N
2016,james bradberry,Samford (AL),CB,72.75,211,4.5,16,36,124,4.21,6.91,,,,,0,0,0,Y
2016,anthony brown,Purdue,CB,71.25,192,4.33,19,35,115,4.19,7.03,4,4,1,0,0,0,0,Y
2016,artie burns,Miami (FL),CB,71.88,193,4.46,,31.5,,,,7,37,5.3,0,0,0,0,Y
2016,juston burris,North Carolina State,CB,72.25,212,4.53,19,36.5,122,4.4,7.1,3,6,2,0,0,0,0,Y
2016,taveze calhoun,Mississippi State,CB,72.38,192,4.58,14,33.5,,,,6,98,16.3,0,0,0,0,N
2016,maurice canady,Virginia,CB,73,193,4.49,16,38,124,4.09,7.03,5,108,21.6,1,0,0,0,Y
2016,ken crawley,Colorado,CB,72.38,187,4.43,,36.5,119,,,3,12,4,0,0,0,0,N
2016,deandre elliott,Colorado State,CB,72.88,188,4.55,,41,125,3.94,6.93,7,124,17.7,1,0,0,0,N
2016,kendall fuller,Virginia Tech,CB,71.5,187,,15,,,,,8,48,6,1,0,0,0,Y
2016,deiondre hall,Northern Iowa,CB,73.63,199,4.68,,37,127,4.06,7.07,,,,,0,0,0,Y
2016,vernon hargreaves,Florida,CB,70.5,204,4.5,15,39,130,3.98,,10,191,19.1,0,1,1,1,Y
2016,devante harris,Texas A&M,CB,70.63,176,4.56,,38.5,124,4.06,6.82,5,70,14,1,0,0,0,N
2016,xavien howard,Baylor,CB,72.13,201,4.58,11,33,122,4.15,7.18,10,121,12.1,0,0,0,0,Y
2016,william jackson,Houston,CB,72.38,189,4.37,10,,116,,,3,101,33.7,1,0,0,0,N
2016,cyrus jones,Alabama,CB,69.88,197,4.49,10,33,116,4.21,6.71,5,28,5.6,0,0,0,0,Y
2016,jonathan jones,Auburn,CB,69.13,186,4.33,19,36,123,4.25,7.25,7,35,5,0,0,0,0,N
2016,harlan miller,Southeastern Louisiana,CB,71.88,182,4.65,6,35.5,118,4.43,7.44,,,,,0,0,0,Y
2016,eric murray,Minnesota,CB,70.63,199,4.49,15,39.5,124,4.05,7.08,2,5,2.5,0,0,0,0,Y
2016,kevin peterson,Oklahoma State,CB,70.38,181,4.58,14,35.5,121,4.31,6.94,5,55,11,0,0,0,0,N
2016,jimmy pruitt,San Jose State,CB,71.63,198,4.73,19,32,117,,,8,112,14,1,0,0,0,N
2016,rashard robinson,Louisiana State,CB,73.5,171,4.49,,35.5,121,,,1,0,0,0,0,0,0,Y
2016,keivarae russell,Notre Dame,CB,71.13,192,,17,,,,,5,31,6.2,0,0,0,0,Y
2016,zack sanchez,Oklahoma,CB,70.88,185,,19,35.5,116,,,15,220,14.7,3,0,0,0,Y
2016,kevon seymour,Southern California,CB,71.5,186,4.39,12,35,124,4.18,,3,67,22.3,0,0,0,0,Y
2016,leshaun sims,Southern Utah,CB,72.5,203,4.53,11,37,120,4.19,7.08,,,,,0,0,0,Y
2016,ryan smith,North Carolina Central,CB,71,189,4.47,18,36,122,4.09,6.88,,,,,0,0,0,Y
2016,cleveland wallace,San Jose State,CB,70.75,188,4.68,,35.5,123,,,5,82,16.4,1,0,0,0,N
2016,dj white,Georgia Tech,CB,70.88,193,4.49,17,33,132,4.33,7.18,7,48,6.9,1,0,0,0,Y
2016,daryl worley,West Virginia,CB,72.75,204,4.64,14,35.5,123,4.15,6.98,10,50,5,0,0,0,0,Y
2016,tavon young,Temple,CB,69,183,4.46,9,34.5,118,3.93,6.8,7,157,22.4,1,0,0,0,Y
2017,chidobe awuzie,Colorado,CB,71.75,202,4.43,16,34.5,132,4.14,6.81,3,40,13.3,0,0,0,0,Y
2017,jeremy clark,Michigan,CB,75.13,220,,20,,,4.5,,3,20,6.7,0,0,0,0,Y
2017,gareon conley,Ohio State,CB,72.25,195,4.44,11,37,129,4.18,6.68,6,0,0,0,0,0,0,Y
2017,jeremy cutrer,Middle Tennessee State,CB,74,170,,,,,4.26,,6,113,18.8,0,0,0,0,N
2017,treston decoud,Oregon State,CB,73.75,206,4.62,11,31,116,,,2,13,6.5,0,0,0,0,Y
2017,rasul douglas,West Virginia,CB,74,209,4.59,16,33.5,120,4.26,6.97,9,101,11.2,1,0,0,0,Y
2017,corn elder,Miami (FL),CB,70.13,183,4.55,,,,,,3,49,16.3,0,0,0,0,Y
2017,nate hairston,Temple,CB,71.88,196,4.52,14,35.5,118,4.45,,,,,,0,0,0,Y
2017,marlon humphrey,Alabama,CB,72.25,197,4.41,10,,125,4.28,6.75,5,46,9.2,1,0,0,0,Y
2017,adoree jackson,Southern California,CB,69.75,186,4.42,,36,122,,,6,67,11.2,1,1,1,1,Y
2017,sidney jones,Washington,CB,71.75,186,4.47,,33.5,123,4.28,7.02,8,147,18.4,1,0,0,0,Y
2017,damontae kazee,San Diego State,CB,70.25,184,4.54,11,34,124,,,17,214,12.6,2,1,0,1,Y
2017,desmond king,Iowa,CB,70.25,201,,14,34,117,4.18,6.67,14,231,16.5,3,1,1,1,Y
2017,kevin king,Washington,CB,75.25,200,4.43,11,39.5,,3.89,6.56,6,6,1,0,0,0,0,Y
2017,ashton lampkin,Oklahoma State,CB,72,189,4.52,19,34.5,120,4.21,,5,79,15.8,1,0,0,0,N
2017,brendan langley,Lamar (TX),CB,72.25,201,4.43,22,35.5,123,4.21,7.06,0,0,,0,0,0,0,Y
2017,marshon lattimore,Ohio State,CB,72,193,4.36,,38.5,132,4.12,,4,61,15.3,1,0,0,0,Y
2017,jourdan lewis,Michigan,CB,70,188,4.54,15,34.5,121,,,6,50,8.3,1,1,1,1,Y
2017,fabian moreau,UCLA,CB,71.88,206,4.35,,38,136,4.12,6.94,3,32,10.7,0,0,0,0,Y
2017,jalen myrick,Minnesota,CB,69.63,200,4.28,13,37.5,124,4.22,7.06,5,61,12.2,2,0,0,0,Y
2017,channing stribling,Michigan,CB,73,188,4.6,5,31.5,114,4.56,6.94,6,91,15.2,1,0,0,0,N
2017,cameron sutton,Tennessee,CB,71,188,4.52,11,34,120,,6.81,7,35,5,1,0,0,0,Y
2017,teez tabor,Florida,CB,72.25,199,4.62,9,31,120,,,,,,,0,0,0,Y
2017,cordrea tankersley,Clemson,CB,72.75,199,4.4,13,29.5,121,4.32,7,9,72,8,1,0,0,0,Y
2017,jack tocho,North Carolina State,CB,71.88,202,4.54,21,35,125,4.07,,6,58,9.7,0,0,0,0,Y
2018,jaire alexander,Louisville,CB,71,192,4.38,14,35,127,3.98,6.71,7,42,6,0,0,0,0,Y
2018,anthony averett,Alabama,CB,72,185,4.36,13,31.5,119,4.4,6.93,1,30,30,0,0,0,0,Y
2018,tony brown,Alabama,CB,72,198,4.35,14,31.5,126,4.11,6.78,,,,,0,0,0,N
2018,chris campbell,Penn State,CB,73,194,,14,,,,,,,,,0,0,0,Y
2018,andre chachere,San Jose State,CB,72,200,4.49,13,38,123,4.07,6.78,7,169,24.1,0,0,0,0,N
2018,carlton davis,Auburn,CB,73,203,4.53,16,34,124,,,4,0,0,0,0,0,0,Y
2018,duke dawson,Florida,CB,70,208,4.46,15,,,,,6,127,21.2,3,0,0,0,Y
2018,dee delaney,Miami (FL),CB,73,194,4.46,13,32.5,120,4.25,6.95,1,4,4,0,0,0,0,N
2018,brandon facyson,Virginia Tech,CB,74,197,4.53,16,,,,,5,0,0,0,0,0,0,N
2018,grant haley,Penn State,CB,69,190,4.44,15,34,119,3.94,6.51,5,76,15.2,1,0,0,0,N
2018,davontae harris,Illinois State,CB,72,200,4.43,22,32.5,123,4.4,6.96,,,,,0,0,0,Y
2018,holton hill,Texas,CB,75,200,4.49,14,31,120,4.15,6.83,3,117,39,3,0,0,0,N
2018,mike hughes,Central Florida,CB,71,191,4.53,20,35.5,127,4.13,6.7,,,,,0,0,0,Y
2018,donte jackson,Louisiana State,CB,71,175,4.32,7,,124,,,4,40,10,0,0,0,0,Y
2018,jc jackson,Maryland,CB,71,193,4.46,14,35.5,120,,,4,10,2.5,0,0,0,0,N
2018,josh jackson,Iowa,CB,73,192,4.56,18,38,123,4.03,6.86,8,168,21,2,1,1,1,N
2018,danny johnson,Southern (LA),CB,70,185,4.44,15,35,123,,,0,0,,0,0,0,0,N
2018,taron johnson,Weber State (UT),CB,72,180,4.5,17,33,118,4.28,7.03,,,,,0,0,0,Y
2018,chris jones,Nebraska,CB,72,195,4.57,14,,,,,5,60,12,1,0,0,0,N
2018,michael joseph,Dubuque (IA),CB,73,181,,17,34,,4.2,6.89,,,,,0,0,0,N
2018,jamarcus king,South Carolina,CB,73,186,4.7,,,,,,5,0,0,0,0,0,0,N
2018,avonte maddox,Pittsburgh,CB,69,180,4.39,13,37,125,4,6.51,8,63,7.9,2,0,0,0,Y
2018,tarvarus mcfadden,Florida State,CB,74,198,4.67,,38.5,121,,,8,16,2,0,0,0,0,N
2018,nick nelson,Wisconsin,CB,71,208,4.52,17,,123,,,,,,,0,0,0,Y
2018,parry nickerson,Tulane (LA),CB,72,180,4.32,15,,,,,16,203,12.7,1,0,0,0,Y
2018,isaiah oliver,Colorado,CB,73,190,4.5,,,,,,3,41,13.7,0,0,0,0,Y
2018,darius phillips,Western Michigan,CB,70,190,4.54,,,,,,12,376,31.3,5,0,0,0,Y
